column_id,table_name,column_name,semantic_type
2529739,news,imagename,Identifier
2529729,users,email,Contact
2529728,users,name,Name
2529738,news,textnews,FullText
2529730,users,password,Identifier
2529736,news,newsheader,FullText
2529871,role,title,Category
2529869,departments,name,Category
2529875,employees,first_name,Name
2529876,employees,last_name,Name
2531669,avg_volume_marketcap,symbol,Name
2531646,user,pwd,Identifier
2531652,admin,jurisdiction,Category
2531645,user,name,Name
2531704,coin,symbol,Name
2531650,admin,position,Name
2531647,user,email,Contact
2531649,admin,name,Name
2531738,iptc,headline,FullText
2531737,iptc,copyrightnotice,FullText
2531741,exif,make,Name
2531733,picture,pic_path,URL
2531736,iptc,keywords,Category
2531731,picture,name,Identifier
2532092,users,name,Name
2532097,type_contents,name,Category
2532093,users,login,Identifier
2532114,comments,content,FullText
2532103,posts,title,Name
2532170,employee,address,Location
2532166,employee,minit,Name
2532163,nachbar,fk_bl1,Category
2532165,employee,fname,Name
2532167,employee,lname,Name
2532181,project,pname,Name
2532156,bundesland,kuerzel,Identifier
2532162,landeshauptstadt,fk_bundesland_kuerzel,Identifier
2532157,bundesland,name,Name
2532164,nachbar,fk_bl2,Identifier
2532175,department,dname,Category
2535728,groups,name,Name
2535730,users,login,Name
2536253,parties,name,Name
2536261,voters,first_name,Name
2536263,voters,email,Contact
2536262,voters,last_name,Name
2536254,parties,description,FullText
2536257,candidates,last_name,Name
2536256,candidates,first_name,Name
2536539,places,floor,Numeric
2536477,locations,name,Name
2536536,places,name,Name
2536376,breaks,name,Name
2536418,categories,id,Identifier
2536419,categories,name,Name
2536375,breaks,id,Identifier
2536422,taxcategories,id,Identifier
2536425,taxes,name,Name
2536426,taxes,category,Identifier
2536476,locations,id,Identifier
2536424,taxes,id,Identifier
2536386,people,id,Identifier
2536535,places,id,Identifier
2536423,taxcategories,name,Category
2536387,people,name,Category
2536642,tasks,task,FullText
2536628,quotes,author,Name
2536596,authors,firstname,Name
2536629,quotes,quote,FullText
2536597,authors,lastname,Name
2536640,wishes,wish,FullText
2536644,movies,movie,FullText
2536594,books,title,FullText
2536638,plans,plan,FullText
2536959,`usuario`,avatar,URL
2536958,`usuario`,password,Identifier
2536956,`usuario`,nick,Name
2536957,`usuario`,email,Contact
2536976,test_trans,b,Test
2537059,url_categories,title_ru,FullText
2537058,url_categories,title,Category
2537054,url_categories_unsensewords,keyword,FullText
2537108,`doctors`,docname,Name
2537109,`doctors`,spcialization,Category
2537114,medicines,medicine,Name
2537124,patients,password,Identifier
2537123,patients,email,Email
2537111,`doctors`,fees,Numeric
2537128,`tests`,test,Test
2537131,register,password,Identifier
2537110,`doctors`,time,DateTime
2537130,register,username,Name
2537113,`doctors`,email,Contact
2537117,patients,pat_name,Name
2537132,register,email,Contact
2538710,owners,city,Location
2538707,owners,first_name,Name
2538720,visits,description,Category
2538701,specialties,name,Name
2538708,owners,last_name,Name
2538713,pets,name,Name
2538709,owners,address,Location
2538698,vets,first_name,Name
2538699,vets,last_name,Name
2538711,owners,telephone,Contact
2538705,types,name,Name
2539269,issue16,email,Contact
2539318,comtimetables,universityweeks,Semistructured
2539312,comtimetables,unittitle,FullText
2539353,help,message,FullText
2539315,comtimetables,day,Category
2539319,comtimetables,room,Location
2539317,comtimetables,endtime,DateTime
2539270,issue17,x,FullText
2539311,comtimetables,unitcode,Identifier
2539268,issue16,name,Name
2539316,comtimetables,starttime,DateTime
2539321,comtimetables,lecturer,Name
2539320,comtimetables,location,Location
2539314,comtimetables,activity,Category
2540827,customer,address,Location
2540829,customer,email,Contact
2540836,employee,employeename,Name
2540828,customer,phone,Contact
2540837,employee,sex,Category
2540820,admin,sex,Name
2540815,account,image,URL
2540811,account,username,Name
2540830,customer,sex,Name
2540817,admin,name,Name
2540834,employee,phone,Contact
2540833,employee,email,Email
2540812,account,password,Password
2540826,customer,customername,Name
2540818,admin,phone,Email
2540819,admin,email,Contact
2540813,account,type,Category
2540835,employee,address,Location
2541028,categories,name,Name
2541085,users,password,Identifier
2541036,orders,order_type,Test
2541084,users,username,Name
2541068,products,item_type,Category
2541065,products,image,Identifier
2541044,order_details,product_id,Identifier
2541066,products,size,Category
2541082,table_no,table_name,Name
2541062,products,id,Identifier
2541034,orders,tabel,Category
2541029,categories,image,URL
2541032,orders,created,DateTime
2541063,products,name,Name
2541046,order_details,size,Category
2541087,users,user_type,Category
2541053,order_details,item_type,Numeric
2541218,tb_templeado,descripcion_templ,FullText
2541209,tb_proveedor,nombre_prov,Name
2541174,tb_documento,descripcion_doc,FullText
2541220,tb_unidad,descripcion_unid,FullText
2541612,roles,title,Category
2541610,department,name,Name
2541617,employee,last_name,Name
2541616,employee,first_name,Name
2541638,playercharacter,username,Name
2541678,buysfrom,playerid,Identifier
2541692,monster_isat,locationname,Name
2541660,item_equips_sells,itemid,Identifier
2541653,locations,locationname,Name
2541661,item_equips_sells,stats,FullText
2541639,playercharacter,id,Identifier
2541680,buysfrom,locationname,Location
2541688,monster_isat,race,Category
2541663,item_equips_sells,locationname,Location
2541662,item_equips_sells,shopname,Name
2541655,shop_isin,shopname,Name
2541656,shop_isin,locationname,Location
2541654,locations,biome,Category
2541796,users,username,Name
2541797,users,first_name,Name
2541798,users,last_name,Name
2541799,users,password,Identifier
2541872,employee,address,Location
2541874,employee,dob,DateTime
2541871,employee,name,Name
2542518,grading_component,exam_title,Category
2542513,course,term,Category
2542537,person,city,Location
2542530,person,first_name,Name
2542532,person,last_name,Name
2544870,testbug6399,field2,Test
2544699,testmultistatements,field1,Test
2544871,testbug6399,field3,Test
2544682,statement_test,strdata2,Test
2544714,testnanosparsing,field1,DateTime
2544890,testbug6743,field1,Test
2544704,testparsedconversionwarning,field1,Numeric
2544721,t1,c2,Numeric
2544726,testbug1901,field1,FullText
2544681,statement_test,strdata1,FullText
2544869,testbug6399,field1,FullText
2544886,streamingclobber,dummyname,Test
2545096,`pazyniuk`.`artist`,name,Name
2545102,`pazyniuk`.`song`,name,Name
2545337,day,day_name,DateTime
2545347,teacher,teacher_name,Name
2545334,classroom,classroom_name,Name
2545351,team,team_institute,Category
2545349,team,team_name,Name
2545343,parity,parity_name,Category
2545345,study_subject,study_subject_name,Category
2545362,type_lesson,type_lesson_name,Category
2545770,account,username,Name
2545769,danhmuc,tendm,Category
2545771,account,password,FullText
2546024,orders,customerid,Identifier
2546021,customers,id,Identifier
2546023,orders,id,Identifier
2546022,customers,name,Name
2547372,gestionnaire,nomcompte,Identifier
2547349,mention,nommention,Category
2547367,eleve,passwordeleve,Identifier
2547373,gestionnaire,password,Identifier
2547553,dictionary_tag,dictionary_tag_value,Category
2547552,dictionary_tag,dictionary_tag_key,Identifier
2550713,statement_test,strdata2,FullText
2550883,testbug6399,field2,Test
2550753,employees,first_name,Name
2550762,testbug1901,field1,Test
2550712,statement_test,strdata1,FullText
2550754,employees,last_name,Name
2550735,testparsedconversionwarning,field1,Numeric
2550757,fruits,name,Name
2550730,testmultistatements,field1,Test
2550884,testbug6399,field3,Test
2550882,testbug6399,field1,Test
2550745,testnanosparsing,field1,DateTime
2550901,streamingclobber,dummyname,Category
2550703,t1,c2,Numeric
2550905,testbug6743,field1,FullText
2553441,patient,sex,Category
2553446,user,name,Name
2553432,nurse,password,Test
2553434,nurse,phone,PhoneNumber
2553431,nurse,email,Email
2553442,patient,birthdate,DateTime
2553419,doctor,doc_name,Name
2553433,nurse,address,Location
2553417,department,dept_description,FullText
2553424,doctor,department,Category
2553416,department,dept_name,Category
2553438,patient,password,Identifier
2553422,doctor,address,Location
2553447,user,email,Contact
2553444,patient,blood_group,Category
2553423,doctor,phone,Contact
2553420,doctor,email,Contact
2553439,patient,address,Location
2553421,doctor,password,Identifier
2553450,user,password,Identifier
2553436,patient,patient_name,Name
2553440,patient,phone,Contact
2553430,nurse,name,Name
2553437,patient,email,Email
2553517,accounts,name,Name
2553524,stories,name,Name
2553520,projects,name,Name
2553514,users,name,Name
2553711,feedback_nss,name,Name
2553712,feedback_nss,extrafeedback,FullText
2553604,feedback_comp,eventname,Name
2553684,feedback_mechanical,extrafeedback,FullText
2553570,feedback,name,Name
2553635,feedback_electrical,extrafeedback,FullText
2553634,feedback_electrical,name,Name
2553636,feedback_electrical,location,Location
2553603,feedback_comp,remark,FullText
2553602,feedback_comp,managementofevent,Category
2553685,feedback_mechanical,location,Location
2553598,feedback_comp,name,Name
2553662,feedback_electronic,name,Name
2553571,feedback,extrafeedback,FullText
2553600,feedback_comp,location,Location
2553683,feedback_mechanical,name,Name
2553664,feedback_electronic,location,Location
2553713,feedback_nss,location,Location
2553599,feedback_comp,extrafeedback,FullText
2553663,feedback_electronic,extrafeedback,FullText
2553572,feedback,location,Location
2553740,clientes,telefone,PhoneNumber
2553736,profissoes,cargo,Category
2553734,tipos_produto,descricao,Category
2553738,clientes,nome,Name
2553730,produtos,descricao,Category
2555742,customer,cname,Name
2555784,profiles,name,Category
2555769,hospitals,name,Name
2555952,orders,priority,Category
2555956,orderline,item,Semistructured
2556918,contacts,email,Contact
2556917,contacts,last_name,Name
2556919,contacts,phone,Contact
2556916,contacts,first_name,Name
2557081,staff,staff_name,Category
2557029,part,part_size,Category
2557021,customer,customer_housephone,Contact
2557020,customer,customer_companyname,Name
2557083,staff,staff_character,Category
2557028,part,part_name,Name
2557060,report_equipment,report_equip_series,Semistructured
2557054,`repair_record`,repair_status,Category
2557058,report_equipment,report_equip_brand,Test
2557025,customer,customer_linkman,Test
2557038,`part_detail`,part_detail_status,Test
2557022,customer,customer_mobilephone,Test
2557057,report_equipment,product_type,Test
2557062,report_equipment,report_equip_problem,Category
2557059,report_equipment,report_equip_model,Category
2557072,report_equipment,report_equip_cd,Identifier
2557049,`repair_record`,work_amount,Semistructured
2557082,staff,staff_password,Identifier
2557061,report_equipment,report_equip_absent,Test
2557055,`repair_record`,repair_delay,Category
2557023,customer,customer_address,Location
2557017,customer,customer_idno,Identifier
2557074,`report_record`,customer_idno,Identifier
2557024,customer,customer_postcode,Location
2557063,report_equipment,report_equip_problem_type,Category
2557033,part,part_status,Category
2557079,`report_record`,report_status,Category
2557019,customer,customer_character,Category
2557052,`repair_record`,repair_promise,FullText
2557047,`repair_record`,repair_record,Test
2557046,`repair_record`,test_record,Test
2557026,customer,customer_email,Contact
2557053,`repair_record`,attention,FullText
2557482,expected_values,table_name,Name
2557423,buytbl,prodname,Category
2557428,testtbl1,username,Name
2557515,customer,email,Contact
2557514,customer,last_name,Name
2557484,expected_values,crc_sha,Identifier
2557415,usertbl,name,Name
2557431,testtbl2,username,Name
2557452,gamelist,gamename,Name
2557513,customer,first_name,Name
2557443,student,addr,Location
2557440,membertbl,name,Name
2557424,buytbl,groupname,Category
2557417,usertbl,addr,Location
2557414,usertbl,userid,Identifier
2557439,membertbl,userid,Identifier
2557441,membertbl,addr,Location
2557442,student,name,Name
2557434,testtbl3,username,Name
2557418,usertbl,pnum,Identifier
2557485,expected_values,crc_md5,Identifier
2557422,buytbl,userid,Identifier
2557444,membership,name,Name
2557843,person,name,Name
2557848,t_test,name,Name
2557847,user,name,Name
2557850,users,first_name,Name
2557851,users,last_name,Name
2558467,t_account,number,Identifier
2558989,emp,job,Category
2558986,dept,loc,Location
2558985,dept,dname,Category
2558988,emp,ename,Name
2559917,`requerimientos`,cliente,Test
2560054,customers,country,Location
2560037,employees,lastname,Name
2560022,flights,destination,Location
2560046,customers,contactlastname,Name
2560029,offices,phone,Contact
2560043,employees,jobtitle,Category
2560078,orderdetails,productcode,Identifier
2560038,employees,firstname,Name
2560021,flights,origin,Location
2560047,customers,contactfirstname,Name
2560048,customers,phone,Contact
2560041,employees,officecode,Identifier
2560025,passenger,name,Name
2560045,customers,customername,Name
